Location,Date,Description,Cost,Category
Walmart,3/6/2022,bell peppers,$3.44 ,produce
Walmart,3/6/2022,grapes,$3.66 ,produce
Walmart,3/6/2022,english muffins,$2.28 ,breakfast
Walmart,3/6/2022,tortilla chips,$3.33 ,snacks
Walmart,3/6/2022,spinach mix,$4.98 ,produce
Walmart,3/6/2022,mozzarella (16 oz),$3.68 ,dairy
Walmart,3/6/2022,mozzarella (16 oz),$3.68 ,dairy
Walmart,3/6/2022,carrots,$3.88 ,produce
Walmart,3/6/2022,lentils,$1.34 ,canned
Walmart,3/6/2022,bagels,$3.18 ,breakfast
Walmart,3/6/2022,garlic powder,$0.98 ,condiments
Walmart,3/6/2022,bagels,$3.18 ,breakfast
Walmart,3/6/2022,raisin bran,$3.98 ,breakfast
Walmart,3/6/2022,onion powder,$0.98 ,condiments
Walmart,3/6/2022,almond milk,$2.78 ,dairy
Walmart,3/6/2022,bread,$1.43 ,bread
Walmart,3/6/2022,freezer bags,$2.54 ,grocery
Walmart,3/6/2022,plastic wrap,$1.97 ,grocery
Walmart,3/6/2022,cream cheese,$1.98 ,dairy
Walmart,3/6/2022,cream cheese,$1.98 ,dairy
Walmart,3/6/2022,pinto beans,$1.84 ,canned
Walmart,3/6/2022,muffin mix,$2.38 ,breakfast
Walmart,3/6/2022,alfredo sauce,$2.94 ,condiments
Walmart,3/6/2022,alfredo sauce,$2.94 ,condiments
Walmart,3/6/2022,brown rice,$0.78 ,grains
Walmart,3/6/2022,black beans,$2.48 ,canned
Walmart,3/6/2022,lighter,$0.97 ,supplies
Walmart,3/6/2022,eggs,$3.47 ,produce
Walmart,3/6/2022,refund,($3.47),produce
Walmart,3/6/2022,tax,$0.44 ,misc
Garden of Eaton,3/11/2022,schefflera,$38.25 ,improvement
Garden of Eaton,3/11/2022,tax,$2.10 ,misc
Drafthouse,3/11/2022,dinner and drinks,$101.82 ,restaurant
Drafthouse,3/11/2022,tip,$22.40 ,restaurant
Amazon,3/12/2022,spray bottle,$4.00 ,supplies
Amazon,3/12/2022,tax,$0.22 ,misc
Geico,3/12/2022,car insurance (6 months),,transportation
Walmart,3/15/2022,bread,$1.43 ,bread
Walmart,3/15/2022,eggs,$1.99 ,produce
Walmart,3/15/2022,raisins,$3.42 ,produce
Walmart,3/15/2022,raisins,$3.42 ,produce
Walmart,3/15/2022,pancake mix,$5.33 ,breakfast
Walmart,3/15/2022,dried fruit,$1.98 ,snacks
Walmart,3/15/2022,cranberries,$4.94 ,produce
Walmart,3/15/2022,cookie brownie mix,$1.98 ,snacks
Walmart,3/15/2022,brownie mix,$2.27 ,snacks
Walmart,3/15/2022,brownie mix,$2.27 ,snacks
Walmart,3/15/2022,muffin mix,$3.18 ,breakfast
Walmart,3/15/2022,chocolate cake mix,$2.34 ,snacks
Walmart,3/15/2022,muffin mix,$2.38 ,breakfast
Walmart,3/15/2022,salsa,$6.48 ,condiments
Walmart,3/15/2022,TV,$298.00 ,improvement
Walmart,3/15/2022,coffee creamer,$3.24 ,dairy
Walmart,3/15/2022,goldfish,$6.98 ,snacks
Walmart,3/15/2022,ibuprofen,$7.82 ,health
Walmart,3/15/2022,italian seasoning,$0.98 ,condiments
Walmart,3/15/2022,basil,$1.12 ,condiments
Walmart,3/15/2022,ice cream,$3.97 ,dairy
Walmart,3/15/2022,beans,$1.88 ,canned
Walmart,3/15/2022,beans,$1.78 ,canned
Walmart,3/15/2022,beans,$1.48 ,canned
Walmart,3/15/2022,ham beans,$2.33 ,canned
Walmart,3/15/2022,tax,$17.09 ,misc
Walmart,3/15/2022,brut,$6.98 ,alcohol
Walmart,3/15/2022,moscato,$2.96 ,alcohol
Walmart,3/15/2022,tax,$0.55 ,misc
Target,3/16/2022,patio chairs (2),$60.00 ,improvement
Target,3/16/2022,tax,$3.30 ,misc
Target,3/16/2022,gift card,($50.00),improvement
Kwik Trip,3/18/2022,gas,$12.00 ,transportation
Aldi,3/18/2022,potatoes,$3.29 ,produce
Aldi,3/18/2022,crackers,$1.89 ,snacks
Aldi,3/18/2022,crackers,$1.89 ,snacks
Aldi,3/18/2022,avocados,$3.69 ,produce
Aldi,3/18/2022,cream cheese,$1.55 ,dairy
Aldi,3/18/2022,mozzarella,$1.85 ,dairy
Aldi,3/18/2022,mozzarella,$1.85 ,dairy
Aldi,3/18/2022,cheddar,$1.85 ,dairy
Aldi,3/18/2022,gouda,$3.89 ,dairy
Aldi,3/18/2022,cheddar gruyere,$3.89 ,dairy
Aldi,3/18/2022,goat cheese,$1.99 ,dairy
Aldi,3/18/2022,mushrooms,$1.99 ,produce
Aldi,3/18/2022,strawberries,$2.29 ,produce
Aldi,3/18/2022,tomatoes,$2.99 ,produce
Aldi,3/18/2022,spinach and arugula,$2.79 ,produce
Aldi,3/18/2022,radishes,$1.39 ,produce
Aldi,3/18/2022,blueberries,$3.59 ,produce
Aldi,3/18/2022,raspberries,$2.69 ,produce
Aldi,3/18/2022,apples,$3.49 ,produce
Aldi,3/18/2022,bell peppers,$2.99 ,produce
Aldi,3/18/2022,wine,$2.95 ,alcohol
Aldi,3/18/2022,tax,$0.16 ,misc
Alliant,3/18/2022,gas and electric,$76.76 ,utilities
Walmart,3/19/2022,patio side table,$35.33 ,improvement
Walmart,3/19/2022,tax,$1.94 ,misc
AT&T,3/25/2022,internet,$53.19 ,utilities
Columbia,3/27/2022,jacket,$89.98 ,clothes
Columbia,3/27/2022,tax,$4.95 ,misc
Aldi,3/28/2022,Penne,$0.80 ,pasta
Aldi,3/28/2022,Rotini,$0.80 ,pasta
Aldi,3/28/2022,Ricotta Cheese,$2.09 ,dairy
Aldi,3/28/2022,Jarlsberg Old Amsterdam Cheese,$3.29 ,dairy
Aldi,3/28/2022,mozzarella (8 oz),$1.85 ,dairy
Aldi,3/28/2022,Extra sharp cheddar,$1.85 ,dairy
Aldi,3/28/2022,cheddar assortment,$3.89 ,dairy
Aldi,3/28/2022,gruyere,$4.99 ,dairy
Aldi,3/28/2022,whole almonds,$4.49 ,produce
Aldi,3/28/2022,olive oil spray,$2.49 ,condiments
Aldi,3/28/2022,gourmet pasta sauce,$1.59 ,pasta
Aldi,3/28/2022,goat cheese log,$1.99 ,dairy
Aldi,3/28/2022,gourmet pasta sauce,$1.59 ,pasta
Aldi,3/28/2022,grape jelly,$1.79 ,condiments
Aldi,3/28/2022,blueberries,$3.69 ,produce
Aldi,3/28/2022,baby bella mushrooms,$1.99 ,produce
Aldi,3/28/2022,organic blackberries,$3.59 ,produce
Aldi,3/28/2022,green peppers,$1.99 ,produce
Aldi,3/28/2022,strawberries,$1.99 ,produce
Aldi,3/28/2022,arugula spinach mix,$2.79 ,produce
Aldi,3/28/2022,organic mixed greens,$2.89 ,produce
Aldi,3/28/2022,beefsteak tomatoes,$2.19 ,produce
Aldi,3/28/2022,organic grape tomatoes,$2.29 ,produce
Aldi,3/28/2022,wine sauvigon blanc,$2.95 ,alcohol
Aldi,3/28/2022,plain bagels,$1.49 ,breakfast
Aldi,3/28/2022,plain english muffins,$1.15 ,breakfast
Aldi,3/28/2022,cinnamon bagels,$1.49 ,breakfast
Aldi,3/28/2022,conchiglie pasta,$1.29 ,pasta
Aldi,3/28/2022,walnuts,$5.69 ,produce
Aldi,3/28/2022,pecan halves,$5.89 ,produce
Aldi,3/28/2022,pecan halves,$5.89 ,produce
Aldi,3/28/2022,large eggs,$1.34 ,produce
Aldi,3/28/2022,tax,$0.16 ,misc
The Glade,4/1/2022,rent,"$1,370.00 ",rent
Wurtz Service,4/3/2022,gas,$52.50 ,transportation
Walmart,4/3/2022,tv stand,$59.00 ,improvement
Walmart,4/3/2022,sterlite 7 quart container,$3.48 ,improvement
Walmart,4/3/2022,sterlite 7 quart container,$3.48 ,improvement
Walmart,4/3/2022,sterlite 7 quart container,$3.48 ,improvement
Walmart,4/3/2022,sterlite 66 quart container,$9.28 ,improvement
Walmart,4/3/2022,moisture control potting mix 8 quart,$5.24 ,improvement
Walmart,4/3/2022,potting mix expert gardener indoor 1 cubic ft,$5.98 ,improvement
Walmart,4/3/2022,potting mix miracle-gro 1 cubic ft,$6.98 ,improvement
Walmart,4/3/2022,spring cactus expert gardener,$5.97 ,improvement
Walmart,4/3/2022,seeds wildflower fragrant mix,$1.44 ,improvement
Walmart,4/3/2022,seeds bird and butterfly mix,$1.44 ,improvement
Walmart,4/3/2022,seeds annual cut mix,$1.44 ,improvement
Walmart,4/3/2022,terra cotta planter,$3.68 ,improvement
Walmart,4/3/2022,terra cotta planter,$3.68 ,improvement
Walmart,4/3/2022,metal hanging flower pot better homes and garden,$9.97 ,improvement
Walmart,4/3/2022,metal hanging flower pot better homes and garden,$9.97 ,improvement
Walmart,4/3/2022,indoor planter pot for fern,$9.98 ,improvement
Walmart,4/3/2022,dove moisturizing shampoo,$3.98 ,hygiene
Walmart,4/3/2022,suave classic dandruff relief shampoo and conditioner,$3.94 ,hygiene
Walmart,4/3/2022,blackberries,$2.24 ,produce
Walmart,4/3/2022,raspberries,$5.98 ,produce
Walmart,4/3/2022,milk chocolate chips 23 oz great value,$3.94 ,snacks
Walmart,4/3/2022,bar soap irish spring,$6.97 ,hygiene
Walmart,4/3/2022,corn tortillas great value 80 count,$2.84 ,bread
Walmart,4/3/2022,refried beans,$0.88 ,canned
Walmart,4/3/2022,refried beans,$0.88 ,canned
Walmart,4/3/2022,toothpaste crest 3d white arctic fresh 8oz,$8.96 ,hygiene
Walmart,4/3/2022,extra virgin olive oil,$9.98 ,condiments
Walmart,4/3/2022,graham crackers honey maid,$3.88 ,snacks
Walmart,4/3/2022,brita filter longlast water filter replacement,$31.27 ,grocery
Walmart,4/3/2022,cinnamon rolls with icing 2 pack 16 count,$3.98 ,breakfast
Walmart,4/3/2022,dried prunes great value,$4.98 ,produce
Walmart,4/3/2022,raisins,$3.78 ,produce
Walmart,4/3/2022,butter great value 4 sticks 16 oz,$3.18 ,dairy
Walmart,4/3/2022,eggs,$2.19 ,produce
Walmart,4/3/2022,honey wheat bread,$1.43 ,bread
Walmart,4/3/2022,ice cream kemps caramel cow tracks,$3.97 ,dairy
Walmart,4/3/2022,margarita mix,$3.38 ,alcohol
Walmart,4/3/2022,captain morgan coconut rum,$19.98 ,alcohol
Walmart,4/3/2022,wine chardonnay oak leaf,$2.98 ,alcohol
Walmart,4/3/2022,tax,$1.45 ,misc
Girls Scouts,4/3/2022,cookies,$8.00 ,snacks
Adorn,4/3/2022,card for Katherine and Gill,$5.50 ,entertainment
Adorn,4/3/2022,towel for Katerine and Gill,$16.00 ,entertainment
Adorn,4/3/2022,card graduation Chey,$5.00 ,entertainment
Adorn,4/3/2022,magnet of bird for Katherine and Gill,$5.00 ,entertainment
Adorn,4/3/2022,tax,$0.85 ,misc
USPS,4/11/2022,shipping for Katherine and Gill's gift,$10.85 ,entertainment
Wildwood Theatres,4/14/2022,movies,$28.00 ,entertainment
Fromagination,4/15/2022,cheeses,$49.41 ,dairy
Graze,4/15/2022,restaurant,$75.90 ,restaurant
Graze,4/15/2022,state and county tax,$4.16 ,restaurant
Graze,4/15/2022,tip,$16.00 ,restaurant
City of Madison,4/15/2022,parking,$3.60 ,transportation
Alliant Energy,4/18/2022,gas and electric,$46.87 ,utilities
Walmart,4/23/2022,Bagels everything,$3.68 ,breakfast
Walmart,4/23/2022,Bagels cinnamon raisin,$3.68 ,breakfast
Walmart,4/23/2022,Bread honey wheat,$1.43 ,bread
Walmart,4/23/2022,English muffins,$2.98 ,breakfast
Walmart,4/23/2022,granulated sugar,$2.12 ,grocery
Walmart,4/23/2022,strawberries,$2.54 ,produce
Walmart,4/23/2022,raspberries,$5.98 ,produce
Walmart,4/23/2022,pasta elbows,$1.87 ,pasta
Walmart,4/23/2022,pasta garden rotini,$0.92 ,pasta
Walmart,4/23/2022,frosted mini wheat mega size,$5.23 ,breakfast
Walmart,4/23/2022,popcorn orville movie theater butter,$7.78 ,snacks
Walmart,4/23/2022,pecans,$19.96 ,produce
Walmart,4/23/2022,walnuts,$12.38 ,produce
Walmart,4/23/2022,salsa medium chunky,$6.48 ,condiments
Walmart,4/23/2022,parmesan,$6.68 ,dairy
Walmart,4/23/2022,brown rice,$0.78 ,produce
Walmart,4/23/2022,black beans,$2.48 ,produce
Walmart,4/23/2022,mountain mix,$5.68 ,snacks
Walmart,4/23/2022,almonds,$11.98 ,produce
Walmart,4/23/2022,cream cheese,$3.88 ,dairy
Walmart,4/23/2022,ice cream kemps butter pecan,$3.97 ,dairy
Walmart,4/23/2022,colby and monterey jack cheese,$3.68 ,dairy
Walmart,4/23/2022,cheese curds yellow cheddar,$4.88 ,dairy
Walmart,4/23/2022,sharp cheddar cheese,$3.68 ,dairy
Walmart,4/23/2022,croissants origional,$2.32 ,grocery
Walmart,4/23/2022,croissants butter crisp,$2.32 ,grocery
Walmart,4/23/2022,pringles bbq flavor,$1.78 ,snacks
Walmart,4/23/2022,creamer french vanilla,$3.24 ,dairy
Walmart,4/23/2022,honey great value,$4.42 ,produce
Walmart,4/23/2022,masher,$0.97 ,produce
Walmart,4/23/2022,marinara mushroom pasta sauce,$4.98 ,condiments
Walmart,4/23/2022,alfredo sauce,$3.12 ,condiments
Walmart,4/23/2022,alfredo sauce,$3.12 ,condiments
Walmart,4/23/2022,laundry detergent tide free and gentle,$21.24 ,hygiene
Walmart,4/23/2022,dish detergent palmolive eco gel,$2.97 ,hygiene
Walmart,4/23/2022,eggs 18 count,$3.55 ,produce
Walmart,4/23/2022,eggs 18 count,$3.55 ,produce
Walmart,4/23/2022,air fryer vortex instapot,$89.00 ,improvement
Walmart,4/23/2022,lotion eczema,$11.67 ,hygiene
Walmart,4/23/2022,facial cleanser,$13.27 ,hygiene
Walmart,4/23/2022,tax,$7.96 ,misc
AT&T,4/25/2022,internet,$55.20 ,utilities
Genisa Wine Bar,4/29/2022,dinner date,$88.63 ,entertainment
Genisa Wine Bar,4/29/2022,tip,$20.00 ,entertainment
Aldi,4/30/2022,Potatoes Russet,$3.89 ,produce
Aldi,4/30/2022,Apples,$3.49 ,produce
Aldi,4/30/2022,Almond Milk,$2.19 ,dairy
Aldi,4/30/2022,Mozzarella,$1.85 ,dairy
Aldi,4/30/2022,Mozzarella,$1.85 ,dairy
Aldi,4/30/2022,Gouda smoked round,$3.39 ,dairy
Aldi,4/30/2022,Ice cream,$3.39 ,dairy
Aldi,4/30/2022,sweet peppers mini,$2.79 ,produce
Aldi,4/30/2022,Tomatoes,$2.99 ,produce
Aldi,4/30/2022,Green peppers,$2.29 ,produce
Aldi,4/30/2022,Baby bella mushrooms,$1.99 ,produce
Aldi,4/30/2022,mixed greens,$2.89 ,produce
Aldi,4/30/2022,baby spinach,$2.89 ,produce
Aldi,4/30/2022,strawberries,$2.29 ,produce
Aldi,4/30/2022,blueberries,$3.99 ,produce
Aldi,4/30/2022,chardonnay,$2.95 ,alcohol
Aldi,4/30/2022,radishes,$1.39 ,produce
Aldi,4/30/2022,blackberries,$2.09 ,produce
Aldi,4/30/2022,tax,$0.16 ,misc
Hallmark,4/30/2022,card,$5.79 ,entertainment
Hallmark,4/30/2022,card,$6.99 ,entertainment
Hallmark,4/30/2022,tax,$0.70 ,misc
Hallmark,4/30/2022,card,$3.49 ,entertainment
Hallmark,4/30/2022,tax,$0.19 ,misc
